InterventionID,StudentID,StartDate,EndDate,InterventionType,Provider,Frequency,Goals,Status,Effectiveness
5722,5418,2024-10-08,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5723,5418,2024-12-22,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5724,5421,2024-09-04,2024-10-27,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
5725,5421,2024-11-01,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5726,5422,2024-11-10,,ELL Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
5727,5423,2024-11-14,2025-03-01,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5728,5423,2024-12-25,2025-01-25,Academic Tutoring,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
5729,5425,2025-01-03,,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5730,5425,2024-09-06,,Behavioral Support,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5731,5426,2024-09-22,2025-01-08,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5732,5426,2024-09-23,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5733,5427,2025-01-16,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5734,5427,2024-09-15,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5735,5428,2024-10-12,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5736,5429,2024-11-09,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5737,5429,2024-12-12,2025-03-12,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5738,5431,2024-09-15,,ELL Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5739,5433,2024-09-28,2025-01-13,Behavioral Support,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5740,5433,2024-09-30,2025-01-25,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5741,5435,2024-11-27,,Academic Tutoring,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5742,5436,2024-11-24,,Counseling,Ms. Johnson,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5743,5436,2024-11-21,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5744,5436,2024-10-28,,Counseling,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5745,5438,2024-10-30,2025-02-03,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5746,5438,2025-01-25,,Behavioral Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Not Yet Evaluated
5747,5439,2024-11-24,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5748,5440,2024-09-12,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5749,5441,2024-10-13,,Counseling,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5750,5444,2024-12-26,2025-04-07,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5751,5445,2025-01-21,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5752,5446,2024-12-02,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5753,5446,2024-12-21,,ELL Support,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5754,5446,2024-10-10,2024-12-14,ELL Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5755,5447,2024-12-09,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5756,5448,2024-11-24,2025-01-29,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5757,5448,2025-01-07,2025-02-21,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5758,5450,2024-09-12,2024-10-17,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
5759,5450,2024-11-05,,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5760,5451,2024-10-23,,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5761,5453,2024-12-04,,Counseling,Ms. Johnson,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5762,5453,2024-09-18,,Counseling,Mr. Smith,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5763,5455,2024-11-29,2025-01-05,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
5764,5455,2024-12-04,2025-03-20,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
5765,5456,2024-11-16,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5766,5456,2024-12-14,2025-02-16,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5767,5457,2024-11-05,2025-01-10,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
5768,5458,2024-12-02,,ELL Support,Ms. Johnson,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Not Yet Evaluated
5769,5458,2025-01-04,,ELL Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5770,5458,2024-10-09,,Academic Tutoring,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5771,5459,2024-09-24,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5772,5460,2024-09-10,2024-11-29,ELL Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
5773,5461,2024-12-15,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5774,5461,2024-10-01,,Academic Tutoring,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Minimal Effect
5775,5463,2024-11-06,2024-12-18,Academic Tutoring,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5776,5464,2025-01-24,2025-04-25,Academic Tutoring,Dr. Williams,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5777,5465,2024-12-24,,Academic Tutoring,Mr. Garcia,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5778,5465,2024-09-08,,Academic Tutoring,Mrs. Brown,2x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5779,5466,2024-09-20,2024-11-16,Counseling,Mrs. Brown,3x per week,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
5780,5466,2025-01-28,,Counseling,Ms. Johnson,Daily,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Not Yet Evaluated
5781,5466,2024-09-19,2024-10-30,Counseling,Dr. Williams,Daily,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5782,5468,2024-12-10,,Counseling,Mrs. Brown,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Not Yet Evaluated
5783,5470,2024-12-04,2025-04-02,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Not Yet Evaluated
5784,5470,2024-11-22,2025-03-03,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5785,5471,2025-01-23,2025-03-19,Behavioral Support,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Highly Effective
5786,5471,2024-09-20,2024-12-20,Counseling,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Minimal Effect
5787,5472,2024-09-28,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5788,5475,2025-01-11,,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5789,5478,2024-12-24,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5790,5478,2024-11-12,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Highly Effective
5791,5479,2025-01-28,,Special Education,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Moderately Effective
5792,5481,2024-10-09,,Counseling,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5793,5482,2024-09-05,2024-11-04,Behavioral Support,Mr. Smith,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5794,5483,2024-11-08,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Minimal Effect
5795,5483,2024-11-04,,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5796,5484,2024-10-13,2024-11-18,Counseling,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
5797,5485,2025-01-02,,Counseling,Mr. Garcia,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Active,Moderately Effective
5798,5486,2024-12-13,,Academic Tutoring,Ms. Johnson,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Paused,Highly Effective
5799,5486,2024-10-25,2024-12-22,Academic Tutoring,Dr. Williams,Weekly,Improve academic performance and engagement; Achieve grade improvement of at least 10%,Completed,Moderately Effective
